# text = regularity of spacing
# id = 04769988-n-1
# type = def
1	regularity	wf	NN	regularity%1	regularity%1:07:00::	man	0:10
# id = 04835260-n-2
# type = ex
1	self-love	wf	_	self-love%1	self-love%1:07:00::	auto	0:9
2	that	wf	_	that	_	ignore	10:14
3	shut	wf	_	shut%2|shut%3	_	un	15:19
4	out	wf	_	out%1|out%2|out%3|out%4	_	un	20:23
5	everyone	wf	_	everyone	_	ignore	24:32
6	else	wf	_	else	_	un	33:37

# text = the trait of being highly motivated; 
# id = 04835724-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	trait	wf	NN	trait%1	trait%1:07:00::	auto	4:9
3	of	wf	IN	of	_	ignore	10:12
4	being	wf	VBG	being%1|be%2	_	un	13:18
5	highly	wf	RB	highly%4	_	un	19:25
6	motivated	wf	VBN	motivate%2|motivated%3	motivate%2:36:00::	man	26:35
7	;	wf	punc	_	_	ignore	35:36

# text = his drive and energy exhausted his co-workers
# id = 04835724-n-2
# type = ex
1	his	wf	_	his	_	ignore	0:3
2	drive	wf	_	drive%1|drive%2	drive%1:07:00::	auto	4:9
3	and	wf	_	and	_	ignore	10:13
4	energy	wf	_	energy%1	_	un	14:20
5	exhausted	wf	_	exhaust%2|exhausted%3	_	un	21:30
6	his	wf	_	his	_	ignore	31:34
7	co-workers	wf	_	co-worker%1	_	un	35:45

# text = the quality of being bold and enterprising
# id = 04837232-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	quality	wf	NN	quality%1|quality%3	_	un	4:11
3	of	wf	IN	of	_	ignore	12:14
4	being	wf	VBG	being%1|be%2	_	un	15:20
5	bold	wf	JJ	bold%1|bold%3	bold%3:00:00::	man	21:25
6	and	wf	CC	and	_	ignore	26:29
7	enterprising	wf	JJ	enterprising%3	enterprising%3:00:00::	auto	30:42

# text = the trait of being scrappy and pugnacious
# id = 04837814-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	trait	wf	NN	trait%1	trait%1:07:00::	auto	4:9
3	of	wf	IN	of	_	ignore	10:12
4	being	wf	VBG	being%1|be%2	_	un	13:18
5	scrappy	wf	JJ	scrappy%3	scrappy%5:00:00:aggressive:00	auto	19:26
6	and	wf	CC	and	_	ignore	27:30
7	pugnacious	wf	JJ	pugnacious%3	pugnacious%5:00:00:aggressive:00	man	31:41

# text = enterprising or ambitious drive; 
# id = 04836683-n-1
# type = def
1	enterprising	wf	JJ	enterprising%3	enterprising%3:00:00::	auto	0:12
2	or	wf	CC	or	_	ignore	13:15
3	ambitious	wf	JJ	ambitious%3	ambitious%3:00:00::	man	16:25
4	drive	wf	NN	drive%1|drive%2	_	un	26:31
5	;	wf	punc	_	_	ignore	31:32

# text = Europeans often laugh at American energy
# id = 04836683-n-2
# type = ex
1	Europeans	wf	_	European%1	_	un	0:9
2	often	wf	_	often%4	_	un	10:15
3	laugh	wf	_	laugh%1|laugh%2	_	un	16:21
4	at	wf	_	at	_	ignore	22:24
5	American	wf	_	American%1|American%3	_	un	25:33
6	energy	wf	_	energy%1	energy%1:07:02::	auto	34:40

# text = an excessive desire for wealth (usually in large amounts); 
# id = 04834817-n-1
# type = def
1	an	wf	DT	an	_	ignore	0:2
2	excessive	wf	JJ	excessive%3	excessive%5:00:00:unrestrained:00	man	3:12
3	desire	wf	NN	desire%1|desire%2	desire%1:07:00::	man	13:19
4	for	wf	IN	for	_	ignore	20:23
5	wealth	wf	NN	wealth%1	wealth%1:21:02::	man	24:30
6	(	wf	punc	_	_	ignore	31:32
7	usually	wf	RB	usually%4	usually%4:02:00::	auto	32:39
8	in	wf	IN	in	_	ignore	40:42
9	large	wf	JJ	large%1|large%3|large%4	large%3:00:00::	man	43:48
10	amounts	wf	NNS	amount%1|amount%2	_	un	49:56
11	)	wf	punc	_	_	ignore	56:57
12	;	wf	punc	_	_	ignore	57:58

# text = the greediness of lawyers
# id = 04834817-n-2
# type = ex
1	the	wf	_	the	_	ignore	0:3
2	greediness	wf	_	greediness%1	greediness%1:07:00::	auto	4:14
3	of	wf	_	of	_	ignore	15:17
4	lawyers	wf	_	lawyer%1	_	un	18:25

# text = assumption of airs beyond one's station
# id = 04839009-n-1
# type = def
1	assumption	wf	NN	assumption%1	assumption%1:07:00::	man	0:10
2	of	wf	IN	of	_	ignore	11:13
3	airs	wf	NNS	air%1|airs%1|air%2	_	un	14:18
4	beyond	wf	IN	beyond%4	_	un	19:25
5	one's	wf	PRP$	one%1	_	un	26:31
6	station	wf	NN	station%1|station%2	station%1:26:00::	man	32:39

# text = the trait of being active and energetic and forceful; 
# id = 04835950-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	trait	wf	NN	trait%1	trait%1:07:00::	auto	4:9
3	of	wf	IN	of	_	ignore	10:12
4	_	glob|a	_	be_active%2	be_active%2:29:00::	man	_
5	being	cf|a	VBG	being%1|be%2	_	un	13:18
6	active	cf|a	JJ	active%1|active%3	_	un	19:25
7	and	wf	CC	and	_	ignore	26:29
8	energetic	wf	JJ	energetic%3	energetic%5:00:00:enterprising:00|energetic%3:00:00::	man	30:39
9	and	wf	CC	and	_	ignore	40:43
10	forceful	wf	JJ	forceful%3	forceful%3:00:00::	man	44:52
11	;	wf	punc	_	_	ignore	52:53

# text = a man of action
# id = 04835950-n-2
# type = ex
1	a	wf	_	a	_	ignore	0:1
2	man	wf	_	man%1|man%2	_	un	2:5
3	of	wf	_	of	_	ignore	6:8
4	action	wf	_	action%1|action%2	action%1:07:00::	auto	9:15

# text = an aggressive willingness to compete; 
# id = 04837425-n-1
# type = def
1	an	wf	DT	an	_	ignore	0:2
2	aggressive	wf	JJ	aggressive%3	aggressive%3:00:00::	man	3:13
3	willingness	wf	NN	willingness%1	willingness%1:07:00::	auto	14:25
4	to	wf	TO	to	_	ignore	26:28
5	compete	wf	VB	compete%2	compete%2:33:00::	man	29:36
6	;	wf	punc	_	_	ignore	36:37

# text = the team was full of fight
# id = 04837425-n-2
# type = ex
1	the	wf	_	the	_	ignore	0:3
2	team	wf	_	team%1|team%2	_	un	4:8
3	was	wf	_	be%2	_	un	9:12
4	full	wf	_	full%1|full%2|full%3|full%4	_	un	13:17
5	of	wf	_	of	_	ignore	18:20
6	fight	wf	_	fight%1|fight%2	fight%1:07:00::	auto	21:26

# text = the quality of not putting yourself first but being willing to give your time or money or effort etc. for others; 
# id = 04832951-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	quality	wf	NN	quality%1|quality%3	_	un	4:11
3	of	wf	IN	of	_	ignore	12:14
4	not	wf	RB	not%4	not%4:02:00::	auto	15:18
5	putting	wf	VBG	putting%1|put%2|putt%2	put%2:35:00::	man	19:26
6	yourself	wf	PRP	yourself	_	ignore	27:35
7	first	wf	JJ	first%1|first%3|first%4	_	un	36:41
8	but	wf	CC	but	_	ignore	42:45
9	being	wf	VBG	being%1|be%2	_	un	46:51
10	willing	wf	VBG	willing%1|will%2|willing%3	willing%3:00:00::|willing%5:00:00:voluntary:01	man	52:59
11	to	wf	TO	to	_	ignore	60:62
12	give	wf	VB	give%1|give%2	_	un	63:67
13	your	wf	PRP$	your	_	ignore	68:72
14	time	wf	NN	time%1|time%2	_	un	73:77
15	or	wf	CC	or	_	ignore	78:80
16	money	wf	NN	money%1	money%1:21:00::	man	81:86
17	or	wf	CC	or	_	ignore	87:89
18	effort	wf	NN	effort%1	effort%1:04:01::	man	90:96
19	etc.	wf	RB	etc.	etc.%4:02:00::	auto	97:101
20	for	wf	IN	for	_	ignore	102:105
21	others	wf	PRP	others	_	ignore	106:112
22	;	wf	punc	_	_	ignore	112:113

# text = rural people show more devotion and unselfishness than do their urban cousins
# id = 04832951-n-2
# type = ex
1	rural	wf	_	rural%3	rural%3:01:01::|rural%3:00:00::	man	0:5
2	people	wf	_	people%1|people%2	_	un	6:12
3	show	wf	_	show%1|show%2	_	un	13:17
4	more	wf	_	many%3|more%3|much%3|more%4|much%4	_	un	18:22
5	devotion	wf	_	devotion%1	_	un	23:31
6	and	wf	_	and	_	ignore	32:35
7	unselfishness	wf	_	unselfishness%1	unselfishness%1:07:00::	auto	36:49
8	than	wf	_	than	_	ignore	50:54
9	do	wf	_	do%1|do%2	_	un	55:57
10	their	wf	_	their	_	ignore	58:63
11	urban	wf	_	urban%3	_	un	64:69
12	cousins	wf	_	cousin%1	_	un	70:77

# text = aggressiveness as evidenced by intruding; by advancing yourself or your ideas without invitation
# id = 04837931-n-1
# type = def
1	aggressiveness	wf	NN	aggressiveness%1	_	un	0:14
2	as	wf	IN	as	_	ignore	15:17
3	evidenced	wf	VBN	evidence%2|evidenced%3	evidence%2:32:00::	man	18:27
4	by	wf	IN	by	_	ignore	28:30
5	intruding	wf	VBG	intrude%2|intruding%3	intrude%2:38:01::	man	31:40
6	;	wf	punc	_	_	ignore	40:41
7	by	wf	IN	by	_	ignore	42:44
8	advancing	wf	VBG	advance%2|advancing%3	_	un	45:54
9	yourself	wf	PRP	yourself	_	ignore	55:63
10	or	wf	CC	or	_	ignore	64:66
11	your	wf	PRP$	your	_	ignore	67:71
12	ideas	wf	NNS	idea%1	idea%1:09:00::	man	72:77
13	without	wf	IN	without	_	ignore	78:85
14	invitation	wf	NN	invitation%1	invitation%1:10:00::	man	86:96

# text = aggressive boldness or unmitigated effrontery; 
# id = 04838510-n-1
# type = def
1	aggressive	wf	JJ	aggressive%3	aggressive%3:00:00::	man	0:10
2	boldness	wf	NN	boldness%1	boldness%1:07:02::	man	11:19
3	or	wf	CC	or	_	ignore	20:22
4	unmitigated	wf	JJ	unmitigated%3	unmitigated%3:00:00::	auto	23:34
5	effrontery	wf	NN	effrontery%1	effrontery%1:07:00::	auto	35:45
6	;	wf	punc	_	_	ignore	45:46

# text = he had the audacity to question my decision
# id = 04838510-n-2
# type = ex
1	he	wf	_	he	_	ignore	0:2
2	had	wf	_	have%2	_	un	3:6
3	the	wf	_	the	_	ignore	7:10
4	audacity	wf	_	audacity%1	audacity%1:07:02::	auto	11:19
5	to	wf	_	to	_	ignore	20:22
6	question	wf	_	question%1|question%2	_	un	23:31
7	my	wf	_	my	_	ignore	32:34
8	decision	wf	_	decision%1	_	un	35:43

# text = impudent aggressiveness; 
# id = 04838210-n-1
# type = def
1	impudent	wf	JJ	impudent%3	impudent%5:00:00:forward:02	man	0:8
2	aggressiveness	wf	NN	aggressiveness%1	_	un	9:23
3	;	wf	punc	_	_	ignore	23:24

# text = I couldn't believe her boldness
# id = 04838210-n-2
# type = ex
1	I	wf	_	I	_	ignore	0:1
2	could	wf	_	could	_	ignore	2:7
3	n't	wf	_	not%4	_	ignore	7:10
4	believe	wf	_	believe%2	_	un	11:18
5	her	wf	_	her	_	ignore	19:22
6	boldness	wf	_	boldness%1	boldness%1:07:02::	auto	23:31

# text = he had the effrontery to question my honesty
# id = 04838210-n-3
# type = ex
1	he	wf	_	he	_	ignore	0:2
2	had	wf	_	have%2	_	un	3:6
3	the	wf	_	the	_	ignore	7:10
4	effrontery	wf	_	effrontery%1	_	un	11:21
5	to	wf	_	to	_	ignore	22:24
6	question	wf	_	question%1|question%2	_	un	25:33
7	my	wf	_	my	_	ignore	34:36
8	honesty	wf	_	honesty%1	_	un	37:44

# text = audacious (even arrogant) behavior that you have no right to; 
# id = 04838727-n-1
# type = def
1	audacious	wf	JJ	audacious%3	audacious%5:00:00:unashamed:00	man	0:9
2	(	wf	punc	_	_	ignore	10:11
3	even	wf	RB	even%1|even%2|even%3|even%4	even%4:02:00::	man	11:15
4	arrogant	wf	JJ	arrogant%3	arrogant%5:00:00:proud:00	auto	16:24
5	)	wf	punc	_	_	ignore	24:25
6	behavior	wf	NN	behavior%1	behavior%1:04:00::	man	26:34
7	that	wf	WDT	that	_	ignore	35:39
8	you	wf	PRP	you	_	ignore	40:43
9	have	wf	VBP	have%1|have%2	_	un	44:48
10	no	wf	RB	no%1|no%3|no%4	_	un	49:51
11	right	wf	JJ	right%1|right%2|right%3|right%4	_	un	52:57
12	to	wf	TO	to	_	ignore	58:60
13	;	wf	punc	_	_	ignore	60:61

# text = he despised them for their presumptuousness
# id = 04838727-n-2
# type = ex
1	he	wf	_	he	_	ignore	0:2
2	despised	wf	_	despise%2|despised%3	_	un	3:11
3	them	wf	_	them	_	ignore	12:16
4	for	wf	_	for	_	ignore	17:20
5	their	wf	_	their	_	ignore	21:26
6	presumptuousness	wf	_	presumptuousness%1	presumptuousness%1:07:00::	auto	27:43

# text = injustice by virtue of not conforming with rules or standards
# id = 04839676-n-1
# type = def
1	injustice	wf	NN	injustice%1	injustice%1:07:00::	man	0:9
2	by	wf	IN	by	_	ignore	10:12
3	virtue	wf	NN	virtue%1	_	ignore	13:19
4	of	wf	IN	of	_	ignore	20:22
5	not	wf	RB	not%4	not%4:02:00::	auto	23:26
6	conforming	wf	VBG	conform%2|conforming%3	_	un	27:37
7	with	wf	IN	with	_	ignore	38:42
8	rules	wf	NNS	rule%1|rule%2	_	un	43:48
9	or	wf	CC	or	_	ignore	49:51
10	standards	wf	NNS	standard%1	_	un	52:61

# text = conformity with rules or standards; 
# id = 04839154-n-1
# type = def
1	conformity	wf	NN	conformity%1	conformity%1:04:00::	man	0:10
2	with	wf	IN	with	_	ignore	11:15
3	rules	wf	NNS	rule%1|rule%2	_	un	16:21
4	or	wf	CC	or	_	ignore	22:24
5	standards	wf	NNS	standard%1	standard%1:10:00::	man	25:34
6	;	wf	punc	_	_	ignore	34:35

# text = the judge recognized the fairness of my claim
# id = 04839154-n-2
# type = ex
1	the	wf	_	the	_	ignore	0:3
2	judge	wf	_	judge%1|judge%2	_	un	4:9
3	recognized	wf	_	recognize%2|recognized%3	_	un	10:20
4	the	wf	_	the	_	ignore	21:24
5	fairness	wf	_	fairness%1	fairness%1:07:00::	auto	25:33
6	of	wf	_	of	_	ignore	34:36
7	my	wf	_	my	_	ignore	37:39
8	claim	wf	_	claim%1|claim%2	_	un	40:45

# text = fairness in treating people without prejudice
# id = 04839445-n-1
# type = def
1	fairness	wf	NN	fairness%1	fairness%1:07:00::	man	0:8
2	in	wf	IN	in	_	ignore	9:11
3	treating	wf	VBG	treat%2	treat%2:29:00::	man	12:20
4	people	wf	NNS	people%1|people%2	people%1:14:00::	man	21:27
5	without	wf	IN	without	_	ignore	28:35
6	prejudice	wf	NN	prejudice%1|prejudice%2	prejudice%1:09:01::	man	36:45

# text = fairness in following the rules of the game
# id = 04839555-n-1
# type = def
1	fairness	wf	NN	fairness%1	fairness%1:07:00::	man	0:8
2	in	wf	IN	in	_	ignore	9:11
3	following	wf	VBG	following%1|follow%2|following%3	_	un	12:21
4	the	wf	DT	the	_	ignore	22:25
5	rules	wf	NNS	rule%1|rule%2	_	un	26:31
6	of	wf	IN	of	_	ignore	32:34
7	the	wf	DT	the	_	ignore	35:38
8	game	wf	NN	game%1|game%2|game%3	game%1:04:00::	man	39:43

# text = a kindly and lenient attitude toward people
# id = 04840405-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	kindly	wf	JJ	kindly%3|kindly%4	kindly%5:00:00:benign:00	man	2:8
3	and	wf	CC	and	_	ignore	9:12
4	lenient	wf	JJ	lenient%3	_	un	13:20
5	attitude	wf	NN	attitude%1	attitude%1:09:00::	man	21:29
6	toward	wf	IN	toward	_	ignore	30:36
7	people	wf	NNS	people%1|people%2	people%1:14:00::	man	37:43

# text = the use of dubious (although not technically illegal) methods to win a game
# id = 04839877-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	use	wf	NN	use%1|use%2	_	un	4:7
3	of	wf	IN	of	_	ignore	8:10
4	dubious	wf	JJ	dubious%3	dubious%5:00:00:questionable:00	man	11:18
5	(	wf	punc	_	_	ignore	19:20
6	although	wf	IN	although	_	ignore	20:28
7	not	wf	RB	not%4	not%4:02:00::	auto	29:32
8	technically	wf	RB	technically%4	_	un	33:44
9	illegal	wf	JJ	illegal%3	illegal%3:00:00::	auto	45:52
10	)	wf	punc	_	_	ignore	52:53
11	methods	wf	NNS	method%1	method%1:09:00::	man	54:61
12	to	wf	TO	to	_	ignore	62:64
13	win	wf	VB	win%1|win%2	win%2:33:00::	man	65:68
14	a	wf	DT	a	_	ignore	69:70
15	game	wf	NN	game%1|game%2|game%3	game%1:04:00::|game%1:04:01::	man	71:75

# text = renewed energy or strength to continue an undertaking; 
# id = 04836960-n-1
# type = def
1	renewed	wf	JJ	renew%2|renewed%3	renewed%5:00:00:revived:00	man	0:7
2	energy	wf	NN	energy%1	_	un	8:14
3	or	wf	CC	or	_	ignore	15:17
4	strength	wf	NN	strength%1	strength%1:07:00::	man	18:26
5	to	wf	TO	to	_	ignore	27:29
6	continue	wf	VB	continue%2	_	un	30:38
7	an	wf	DT	an	_	ignore	39:41
8	undertaking	wf	NN	undertaking%1|undertake%2	undertaking%1:04:00::	man	42:53
9	;	wf	punc	_	_	ignore	53:54

# text = She had dinner and got a second wind to finish painting
# id = 04836960-n-2
# type = ex
1	She	wf	_	she	_	ignore	0:3
2	had	wf	_	have%2	_	un	4:7
3	dinner	wf	_	dinner%1	_	un	8:14
4	and	wf	_	and	_	ignore	15:18
5	got	wf	_	get%2	_	un	19:22
6	a	wf	_	a	_	ignore	23:24
7	_	glob|a	_	second_wind%1	second_wind%1:07:00::	auto	_
8	second	cf|a	_	second%1|second%2|second%3|second%4	_	un	25:31
9	wind	cf|a	_	wind%1|wind%2	_	un	32:36
10	to	wf	_	to	_	ignore	37:39
11	finish	wf	_	finish%1|finish%2	_	un	40:46
12	painting	wf	_	painting%1|paint%2	_	un	47:55

# text = the employers, initially taken by surprise at the pace of developments, regained their second wind
# id = 04836960-n-3
# type = ex
1	the	wf	_	the	_	ignore	0:3
2	employers	wf	_	employer%1	_	un	4:13
3	,	wf	punc	_	_	ignore	13:14
4	initially	wf	_	initially%4	_	un	15:24
5	taken	wf	_	take%2|taken%3	_	un	25:30
6	by	wf	_	by	_	ignore	31:33
7	surprise	wf	_	surprise%1|surprise%2	_	un	34:42
8	at	wf	_	at	_	ignore	43:45
9	the	wf	_	the	_	ignore	46:49
10	pace	wf	_	pace%1|pace%2	_	un	50:54
11	of	wf	_	of	_	ignore	55:57
12	developments	wf	_	development%1	_	un	58:70
13	,	wf	punc	_	_	ignore	70:71
14	regained	wf	_	regain%2	_	un	72:80
15	their	wf	_	their	_	ignore	81:86
16	_	glob|b	_	second_wind%1	second_wind%1:07:00::	auto	_
17	second	cf|b	_	second%1|second%2|second%3|second%4	_	un	87:93
18	wind	cf|b	_	wind%1|wind%2	_	un	94:98

# text = a militant aggressiveness
# id = 04837615-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	militant	wf	JJ	militant%1|militant%3	militant%5:00:00:unpeaceful:00|militant%5:00:00:aggressive:00	man	2:10
3	aggressiveness	wf	NN	aggressiveness%1	_	un	11:25

# text = the quality of being warmhearted and considerate and humane and sympathetic
# id = 04840011-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	quality	wf	NN	quality%1|quality%3	_	un	4:11
3	of	wf	IN	of	_	ignore	12:14
4	being	wf	VBG	being%1|be%2	_	un	15:20
5	warmhearted	wf	JJ	warmhearted%3	warmhearted%3:00:00::	auto	21:32
6	and	wf	CC	and	_	ignore	33:36
7	considerate	wf	JJ	considerate%3	considerate%3:00:00::	auto	37:48
8	and	wf	CC	and	_	ignore	49:52
9	humane	wf	JJ	humane%3	humane%3:00:00::	man	53:59
10	and	wf	CC	and	_	ignore	60:63
11	sympathetic	wf	JJ	sympathetic%3	sympathetic%5:00:00:kind:00	man	64:75

# text = the quality of being kind and gentle
# id = 04840981-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	quality	wf	NN	quality%1|quality%3	_	un	4:11
3	of	wf	IN	of	_	ignore	12:14
4	being	wf	VBG	being%1|be%2	_	un	15:20
5	kind	wf	JJ	kind%1|kind%3	kind%3:00:00::	man	21:25
6	and	wf	CC	and	_	ignore	26:29
7	gentle	wf	JJ	gentle%2|gentle%3	_	un	30:36

# text = the quality of being kind or helpful or generous
# id = 04840537-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	quality	wf	NN	quality%1|quality%3	_	un	4:11
3	of	wf	IN	of	_	ignore	12:14
4	being	wf	VBG	being%1|be%2	_	un	15:20
5	kind	wf	JJ	kind%1|kind%3	kind%3:00:00::	man	21:25
6	or	wf	CC	or	_	ignore	26:28
7	helpful	wf	JJ	helpful%3	helpful%3:00:00::	man	29:36
8	or	wf	CC	or	_	ignore	37:39
9	generous	wf	JJ	generous%3	_	un	40:48

# text = social skill
# id = 04842232-n-1
# type = def
1	social	wf	JJ	social%1|social%3	social%3:01:00::	man	0:6
2	skill	wf	NN	skill%1	_	un	7:12

# text = an inclination to do kind or charitable acts
# id = 04840285-n-1
# type = def
1	an	wf	DT	an	_	ignore	0:2
2	inclination	wf	NN	inclination%1	inclination%1:09:00::|inclination%1:07:00::	man	3:14
3	to	wf	TO	to	_	ignore	15:17
4	do	wf	VB	do%1|do%2	_	un	18:20
5	kind	wf	NN	kind%1|kind%3	kind%3:00:00::	man	21:25
6	or	wf	CC	or	_	ignore	26:28
7	charitable	wf	JJ	charitable%3	charitable%5:00:00:kind:00	man	29:39
8	acts	wf	NNS	act%1|act%2	act%1:03:00::	man	40:44

# text = subtly skillful handling of a situation
# id = 04842029-n-1
# type = def
1	subtly	wf	RB	subtly%4	subtly%4:02:00::	auto	0:6
2	skillful	wf	JJ	skillful%3	_	un	7:15
3	handling	wf	NN	handling%1|handle%2	_	un	16:24
4	of	wf	IN	of	_	ignore	25:27
5	a	wf	DT	a	_	ignore	28:29
6	situation	wf	NN	situation%1	situation%1:26:01::	man	30:39

# text = the quality of threatening evil
# id = 04842313-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	quality	wf	NN	quality%1|quality%3	_	un	4:11
3	of	wf	IN	of	_	ignore	12:14
4	threatening	wf	VBG	threaten%2|threatening%3	threaten%2:42:00::	man	15:26
5	evil	wf	JJ	evil%1|evil%3	_	un	27:31

# text = consideration in dealing with others and avoiding giving offense
# id = 04841810-n-1
# type = def
1	consideration	wf	NN	consideration%1	consideration%1:07:00::	man	0:13
2	in	wf	IN	in	_	ignore	14:16
3	dealing	wf	VBG	dealing%1|deal%2	_	un	17:24
4	with	wf	IN	with	_	ignore	25:29
5	others	wf	PRP	others	_	ignore	30:36
6	and	wf	CC	and	_	ignore	37:40
7	avoiding	wf	VBG	avoid%2	avoid%2:41:03::	man	41:49
8	giving	wf	VBG	giving%1|give%2|giving%3	_	un	50:56
9	offense	wf	NN	offense%1	_	un	57:64

# text = friendliness evidence by a kindly and helpful disposition
# id = 04841664-n-1
# type = def
1	friendliness	wf	NN	friendliness%1	friendliness%1:07:00::	man	0:12
2	evidence	wf	NN	evidence%1|evidence%2	evidence%2:32:00::	man	13:21
3	by	wf	IN	by	_	ignore	22:24
4	a	wf	DT	a	_	ignore	25:26
5	kindly	wf	JJ	kindly%3|kindly%4	kindly%5:00:00:benign:00	man	27:33
6	and	wf	CC	and	_	ignore	34:37
7	helpful	wf	JJ	helpful%3	helpful%3:00:00::	man	38:45
8	disposition	wf	NN	disposition%1	_	un	46:57

# text = malevolence by virtue of being malicious or spiteful or nasty
# id = 04842515-n-1
# type = def
1	malevolence	wf	NN	malevolence%1	malevolence%1:12:00::	man	0:11
2	by	wf	IN	by	_	ignore	12:14
3	virtue	wf	NN	virtue%1	_	ignore	15:21
4	of	wf	IN	of	_	ignore	22:24
5	being	wf	VBG	being%1|be%2	_	un	25:30
6	malicious	wf	JJ	malicious%3	malicious%3:00:00::	auto	31:40
7	or	wf	CC	or	_	ignore	41:43
8	spiteful	wf	JJ	spiteful%3	spiteful%5:00:00:malicious:00	auto	44:52
9	or	wf	CC	or	_	ignore	53:55
10	nasty	wf	JJ	nasty%3	nasty%3:00:00::	man	56:61

# text = tender kindness motivated by a feeling of affection
# id = 04841245-n-1
# type = def
1	tender	wf	JJ	tender%1|tender%2|tender%3	tender%3:00:03::	man	0:6
2	kindness	wf	NN	kindness%1	kindness%1:07:00::	man	7:15
3	motivated	wf	VBN	motivate%2|motivated%3	motivate%2:36:00::	man	16:25
4	by	wf	IN	by	_	ignore	26:28
5	a	wf	DT	a	_	ignore	29:30
6	feeling	wf	NN	feeling%1|feel%2	_	un	31:38
7	of	wf	IN	of	_	ignore	39:41
8	affection	wf	NN	affection%1	affection%1:12:00::	auto	42:51

# text = the quality of insight and sympathetic understanding
# id = 04843875-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	quality	wf	NN	quality%1|quality%3	_	un	4:11
3	of	wf	IN	of	_	ignore	12:14
4	insight	wf	NN	insight%1	insight%1:12:00::	man	15:22
5	and	wf	CC	and	_	ignore	23:26
6	sympathetic	wf	JJ	sympathetic%3	sympathetic%5:00:00:kind:00	man	27:38
7	understanding	wf	NN	understanding%1|understand%2|understanding%3	understanding%1:09:00::	man	39:52

# text = quality of being disposed to evil; intense ill will
# id = 04842788-n-1
# type = def
1	quality	wf	NN	quality%1|quality%3	_	un	0:7
2	of	wf	IN	of	_	ignore	8:10
3	being	wf	VBG	being%1|be%2	_	un	11:16
4	disposed	wf	VBN	dispose%2|disposed%3	dispose%2:30:00::	man	17:25
5	to	wf	TO	to	_	ignore	26:28
6	evil	wf	NN	evil%1|evil%3	_	un	29:33
7	;	wf	punc	_	_	ignore	33:34
8	intense	wf	JJ	intense%3	_	un	35:42
9	_	glob|a	_	ill_will%1	ill_will%1:07:00::	man	_
10	ill	cf|a	JJ	ill%1|ill%3|ill%4	_	un	43:46
11	will	cf|a	NN	will%1|will%2	_	un	47:51

# text = kind and considerate regard for others; 
# id = 04841358-n-1
# type = def
1	kind	wf	NN	kind%1|kind%3	kind%3:00:00::	man	0:4
2	and	wf	CC	and	_	ignore	5:8
3	considerate	wf	JJ	considerate%3	considerate%3:00:00::	auto	9:20
4	regard	wf	NN	regard%1|regard%2	regard%1:12:02::|regard%1:09:02::	man	21:27
5	for	wf	IN	for	_	ignore	28:31
6	others	wf	PRP	others	_	ignore	32:38
7	;	wf	punc	_	_	ignore	38:39

# text = he showed no consideration for her feelings
# id = 04841358-n-2
# type = ex
1	he	wf	_	he	_	ignore	0:2
2	showed	wf	_	shew%2|show%2	_	un	3:9
3	no	wf	_	no%1|no%3|no%4	_	un	10:12
4	consideration	wf	_	consideration%1	consideration%1:07:00::	auto	13:26
5	for	wf	_	for	_	ignore	27:30
6	her	wf	_	her	_	ignore	31:34
7	feelings	wf	_	feeling%1|feelings%1	_	un	35:43

# text = the ability to respond to affective changes in your interpersonal environment
# id = 04842993-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	ability	wf	NN	ability%1	ability%1:07:00::	man	4:11
3	to	wf	TO	to	_	ignore	12:14
4	respond	wf	VB	respond%2	respond%2:31:00::	man	15:22
5	to	wf	TO	to	_	ignore	23:25
6	affective	wf	JJ	affective%3	affective%5:00:00:emotional:00	auto	26:35
7	changes	wf	NNS	change%1|change%2	change%1:19:00::	man	36:43
8	in	wf	IN	in	_	ignore	44:46
9	your	wf	PRP$	your	_	ignore	47:51
10	interpersonal	wf	JJ	interpersonal%3	interpersonal%5:00:00:social:00	auto	52:65
11	environment	wf	NN	environment%1	environment%1:26:00::	man	66:77

# text = the quality of being crass--devoid of refinement
# id = 04844343-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	quality	wf	NN	quality%1|quality%3	_	un	4:11
3	of	wf	IN	of	_	ignore	12:14
4	being	wf	VBG	being%1|be%2	_	un	15:20
5	crass	wf	JJ	crass%3	crass%5:00:00:unrefined:01	auto	21:26
6	--	wf	punc	_	_	ignore	26:28
