# text = register (perceptual input); 
# id = 02107248-v-1
# type = def
1	register	wf	VB	register%1|register%2	register%2:39:00::	man	0:8
# id = 02145814-v-1
# type = def
1	be	wf	VB	be%2	_	un	0:2
2	or	wf	CC	or	_	ignore	3:5
3	go	wf	VB	go%1|go%2|go%3	go%2:30:04::	man	6:8
4	into	wf	IN	into	_	ignore	9:13
5	hiding	wf	VBG	hiding%1|hide%2	_	un	14:20
6	;	wf	punc	_	_	ignore	20:21
7	keep	wf	VB	keep%1|keep%2	_	un	22:26
8	_	glob|b	_	out_of_sight%3|out_of_sight%4	out_of_sight%4:02:00::	man	_
9	out	cf|b	RP	out%1|out%2|out%3|out%4	_	un	27:30
10	of	cf|b	IN	of	_	ignore	31:33
11	sight	cf|b	NN	sight%1|sight%2	_	un	34:39
12	,	wf	punc	_	_	ignore	39:40
13	as	wf	RB	as	_	ignore	41:43
14	for	wf	IN	for	_	ignore	44:47
15	protection	wf	NN	protection%1	protection%1:04:00::	man	48:58
16	and	wf	CC	and	_	ignore	59:62
17	safety	wf	NN	safety%1	safety%1:26:00::	man	63:69
18	;	wf	punc	_	_	ignore	69:70

# text = Probably his horse would be close to where he was hiding
# id = 02145814-v-2
# type = ex
1	Probably	wf	_	probably%4	_	un	0:8
2	his	wf	_	his	_	ignore	9:12
3	horse	wf	_	horse%1|horse%2	_	un	13:18
4	would	wf	_	would	_	ignore	19:24
5	be	wf	_	be%2	_	un	25:27
6	close	wf	_	close%1|close%2|close%3|close%4	_	un	28:33
7	to	wf	_	to	_	ignore	34:36
8	where	wf	_	where	_	ignore	37:42
9	he	wf	_	he	_	ignore	43:45
10	was	wf	_	be%2	_	un	46:49
11	hiding	wf	_	hiding%1|hide%2	hide%2:39:01::	auto	50:56

# text = She is hiding out in a cabin in Montana
# id = 02145814-v-3
# type = ex
1	She	wf	_	she	_	ignore	0:3
2	is	wf	_	i%1|be%2	_	un	4:6
3	_	glob|a	_	hide_out%2	hide_out%2:39:00::	auto	_
4	hiding	cf|a	_	hiding%1|hide%2	_	un	7:13
5	out	cf|a	_	out%1|out%2|out%3|out%4	_	un	14:17
6	in	wf	_	in	_	ignore	18:20
7	a	wf	_	a	_	ignore	21:22
8	cabin	wf	_	cabin%1|cabin%2	_	un	23:28
9	in	wf	_	in	_	ignore	29:31
10	Montana	wf	_	Montana%1	_	un	32:39

# text = examine by auscultation
# id = 02150192-v-1
# type = def
1	examine	wf	VB	examine%2	_	un	0:7
2	by	wf	IN	by	_	ignore	8:10
3	auscultation	wf	NN	auscultation%1	auscultation%1:04:00::	auto	11:23

# text = hide under a false appearance; 
# id = 02147603-v-1
# type = def
1	hide	wf	VB	hide%1|hide%2	hide%2:39:01::	man	0:4
2	under	wf	IN	under%3|under%4	_	un	5:10
3	a	wf	DT	a	_	ignore	11:12
4	false	wf	JJ	false%3|false%4	false%5:00:00:dishonest:00|false%5:00:00:insincere:00	man	13:18
5	appearance	wf	NN	appearance%1	appearance%1:07:00::	man	19:29
6	;	wf	punc	_	_	ignore	29:30

# text = He masked his disappointment
# id = 02147603-v-2
# type = ex
1	He	wf	_	he	_	ignore	0:2
2	masked	wf	_	mask%2|masked%3	mask%2:39:00::	auto	3:9
3	his	wf	_	his	_	ignore	10:13
4	disappointment	wf	_	disappointment%1	_	un	14:28

# text = examine eggs for freshness by holding them against a light
# id = 02149899-v-1
# type = def
1	examine	wf	VB	examine%2	_	un	0:7
2	eggs	wf	NNS	egg%1|eggs%1|egg%2	egg%1:13:00::	man	8:12
3	for	wf	IN	for	_	ignore	13:16
4	freshness	wf	NN	freshness%1	freshness%1:07:01::	man	17:26
5	by	wf	IN	by	_	ignore	27:29
6	holding	wf	VBG	holding%1|hold%2	hold%2:35:02::	man	30:37
7	them	wf	PRP	them	_	ignore	38:42
8	against	wf	IN	against	_	ignore	43:50
9	a	wf	DT	a	_	ignore	51:52
10	light	wf	NN	light%1|light%2|light%3|light%4	light%1:19:00::	man	53:58

# text = hide from view or knowledge; 
# id = 02148369-v-1
# type = def
1	hide	wf	VB	hide%1|hide%2	hide%2:39:00::	man	0:4
2	from	wf	IN	from	_	ignore	5:9
3	view	wf	NN	view%1|view%2	view%1:04:00::	man	10:14
4	or	wf	CC	or	_	ignore	15:17
5	knowledge	wf	NN	knowledge%1	knowledge%1:03:00::	auto	18:27
6	;	wf	punc	_	_	ignore	27:28

# text = The President covered the fact that he bugged the offices in the White House
# id = 02148369-v-2
# type = ex
1	The	wf	_	the	_	ignore	0:3
2	President	wf	_	President%1	_	un	4:13
3	covered	wf	_	cover%2|covered%3	cover%2:39:12::	auto	14:21
4	the	wf	_	the	_	ignore	22:25
5	fact	wf	_	fact%1	_	un	26:30
6	that	wf	_	that	_	ignore	31:35
7	he	wf	_	he	_	ignore	36:38
8	bugged	wf	_	bug%2|bugged%3	_	un	39:45
9	the	wf	_	the	_	ignore	46:49
10	offices	wf	_	office%1	_	un	50:57
11	in	wf	_	in	_	ignore	58:60
12	the	wf	_	the	_	ignore	61:64
13	White	wf	_	White%1	_	un	65:70
14	House	wf	_	House	_	un	71:76

# text = examine by taking x-rays
# id = 02149786-v-1
# type = def
1	examine	wf	VB	examine%2	_	un	0:7
2	by	wf	IN	by	_	ignore	8:10
3	taking	wf	VBG	taking%1|take%2|taking%3	_	un	11:17
4	x-rays	wf	VB	x-ray%2	_	un	18:24

# text = hold back a thought or feeling about; 
# id = 02148604-v-1
# type = def
1	_	glob|a	_	hold_back%2	hold_back%2:39:00::	man	_
2	hold	cf|a	VB	hold%1|hold%2	_	un	0:4
3	back	cf|a	RB	back%1|back%2|back%3|back%4	_	un	5:9
4	a	wf	DT	a	_	ignore	10:11
5	thought	wf	NN	thought%1|think%2	_	un	12:19
6	or	wf	CC	or	_	ignore	20:22
7	feeling	wf	NN	feeling%1|feel%2	_	un	23:30
8	about	wf	IN	about%3|about%4	_	un	31:36
9	;	wf	punc	_	_	ignore	36:37

# text = She is harboring a grudge against him
# id = 02148604-v-2
# type = ex
1	She	wf	_	she	_	ignore	0:3
2	is	wf	_	i%1|be%2	_	un	4:6
3	harboring	wf	_	harbor%2	harbor%2:39:00::	auto	7:16
4	a	wf	_	a	_	ignore	17:18
5	grudge	wf	_	grudge%1|grudge%2	_	un	19:25
6	against	wf	_	against	_	ignore	26:33
7	him	wf	_	him	_	ignore	34:37

# text = make visible; 
# id = 02143283-v-1
# type = def
1	make	wf	VB	make%1|make%2	make%2:30:00::	man	0:4
2	visible	wf	JJ	visible%3	_	un	5:12
3	;	wf	punc	_	_	ignore	12:13

# text = Summer brings out bright clothes
# id = 02143283-v-2
# type = ex
1	Summer	wf	_	summer%1|summer%2	_	un	0:6
2	_	glob|a	_	bring_out%2	bring_out%2:39:00::	auto	_
3	brings	cf|a	_	bring%2	_	un	7:13
4	out	cf|a	_	out%1|out%2|out%3|out%4	_	un	14:17
5	bright	wf	_	bright%3|bright%4	_	un	18:24
6	clothes	wf	_	clothes%1|clothe%2	_	un	25:32

# text = He brings out the best in her
# id = 02143283-v-3
# type = ex
1	He	wf	_	he	_	ignore	0:2
2	_	glob|b	_	bring_out%2	bring_out%2:39:00::	auto	_
3	brings	cf|b	_	bring%2	_	un	3:9
4	out	cf|b	_	out%1|out%2|out%3|out%4	_	un	10:13
5	the	wf	_	the	_	ignore	14:17
6	best	wf	_	best%1|best%2|best%3|good%3|well%3|best%4|well%4	_	un	18:22
7	in	wf	_	in	_	ignore	23:25
8	her	wf	_	her	_	ignore	26:29

# text = give an exhibition of to an interested audience; 
# id = 02148788-v-1
# type = def
1	give	wf	VB	give%1|give%2	_	un	0:4
2	an	wf	DT	an	_	ignore	5:7
3	exhibition	wf	NN	exhibition%1	_	un	8:18
4	of	wf	IN	of	_	ignore	19:21
5	to	wf	TO	to	_	ignore	22:24
6	an	wf	DT	an	_	ignore	25:27
7	interested	wf	JJ	interest%2|interested%3	interested%3:00:00::	man	28:38
8	audience	wf	NN	audience%1	audience%1:14:01::	man	39:47
9	;	wf	punc	_	_	ignore	47:48

# text = She shows her dogs frequently
# id = 02148788-v-2
# type = ex
1	She	wf	_	she	_	ignore	0:3
2	shows	wf	_	show%1|show%2	show%2:39:02::	auto	4:9
3	her	wf	_	her	_	ignore	10:13
4	dogs	wf	_	dog%1|dog%2	_	un	14:18
5	frequently	wf	_	frequently%4	_	un	19:29

# text = We will demo the new software in Washington
# id = 02148788-v-3
# type = ex
1	We	wf	_	we	_	ignore	0:2
2	will	wf	_	will%1|will%2	_	un	3:7
3	demo	wf	_	demo%1|demo%2	demo%2:39:00::	auto	8:12
4	the	wf	_	the	_	ignore	13:16
5	new	wf	_	new%3|new%4	_	un	17:20
6	software	wf	_	software%1	_	un	21:29
7	in	wf	_	in	_	ignore	30:32
8	Washington	wf	_	Washington%1	_	un	33:43

# text = demonstrate the guilt of (someone); 
# id = 02149302-v-1
# type = def
1	demonstrate	wf	VB	demonstrate%2	demonstrate%2:31:00::	man	0:11
2	the	wf	DT	the	_	ignore	12:15
3	guilt	wf	NN	guilt%1	guilt%1:26:00::	man	16:21
4	of	wf	IN	of	_	ignore	22:24
5	_	aux	_	_	_	_	_
6	(	wf	punc	_	_	ignore	25:26
7	someone	wf	NN	someone%1	someone%1:03:00::	auto	26:33
8	)	wf	punc	_	_	ignore	33:34
9	_	aux	_	_	_	_	_
10	;	wf	punc	_	_	ignore	34:35

# text = Her strange behavior condemned her
# id = 02149302-v-2
# type = ex
1	Her	wf	_	her	_	ignore	0:3
2	strange	wf	_	strange%3	_	un	4:11
3	behavior	wf	_	behavior%1	_	un	12:20
4	condemned	wf	_	condemn%2	condemn%2:39:00::	auto	21:30
5	her	wf	_	her	_	ignore	31:34

# text = become concealed or hidden from view or have its light extinguished; 
# id = 02149611-v-1
# type = def
1	become	wf	VB	become%2	_	un	0:6
2	concealed	wf	VBN	conceal%2|concealed%3	conceal%2:39:01::	man	7:16
3	or	wf	CC	or	_	ignore	17:19
4	hidden	wf	VBN	hide%2|hidden%3	hide%2:39:00::	man	20:26
5	from	wf	IN	from	_	ignore	27:31
6	view	wf	NN	view%1|view%2	view%1:04:00::	man	32:36
7	or	wf	CC	or	_	ignore	37:39
8	have	wf	VBP	have%1|have%2	_	un	40:44
9	its	wf	PRP$	its	_	ignore	45:48
10	light	wf	NN	light%1|light%2|light%3|light%4	light%1:06:00::	man	49:54
11	extinguished	wf	VBN	extinguish%2|extinguished%3	_	un	55:67
12	;	wf	punc	_	_	ignore	67:68

# text = The beam of light occults every so often
# id = 02149611-v-2
# type = ex
1	The	wf	_	the	_	ignore	0:3
2	beam	wf	_	beam%1|beam%2	_	un	4:8
3	of	wf	_	of	_	ignore	9:11
4	light	wf	_	light%1|light%2|light%3|light%4	_	un	12:17
5	occults	wf	_	occult%1|occult%2	occult%2:39:02::	auto	18:25
6	every	wf	_	every	_	ignore	26:31
7	so	wf	_	so%1|so%4	_	un	32:34
8	often	wf	_	often%4	_	un	35:40

# text = look attentively; 
# id = 02150510-v-1
# type = def
1	look	wf	VB	look%1|look%2	look%2:39:00::	man	0:4
2	attentively	wf	RB	attentively%4	attentively%4:02:00::	auto	5:16
3	;	wf	punc	_	_	ignore	16:17

# text = watch a basketball game
# id = 02150510-v-2
# type = ex
1	watch	wf	_	watch%1|watch%2	watch%2:39:00::	auto	0:5
2	a	wf	_	a	_	ignore	6:7
3	basketball	wf	_	basketball%1	_	un	8:18
4	game	wf	_	game%1|game%2|game%3	_	un	19:23

# text = render visible, as by means of MRI
# id = 02151603-v-1
# type = def
1	render	wf	VB	render%1|render%2	_	un	0:6
2	visible	wf	JJ	visible%3	_	un	7:14
3	,	wf	punc	_	_	ignore	14:15
4	as	wf	RB	as	_	ignore	16:18
5	by	wf	IN	by	_	ignore	19:21
6	means	wf	NN	mean%1|means%1|mean%2	_	ignore	22:27
7	of	wf	IN	of	_	ignore	28:30
8	MRI	wf	NNP	MRI	mri%1:04:00::	auto	31:34

# text = perform an autopsy on a dead body; do a post-mortem
# id = 02150039-v-1
# type = def
1	perform	wf	VB	perform%2	_	un	0:7
2	an	wf	DT	an	_	ignore	8:10
3	autopsy	wf	NN	autopsy%1|autopsy%2	autopsy%1:04:00::	man	11:18
4	on	wf	IN	on	_	ignore	19:21
5	a	wf	DT	a	_	ignore	22:23
6	_	glob|a	_	dead_body%1	dead_body%1:08:00::	man	_
7	dead	cf|a	JJ	dead%1|dead%3|dead%4	_	un	24:28
8	body	cf|a	NN	body%1|body%2	_	un	29:33
9	;	wf	punc	_	_	ignore	33:34
10	do	wf	VB	do%1|do%2	_	un	35:37
11	a	wf	DT	a	_	ignore	38:39
12	post-mortem	wf	NN	post-mortem%1	postmortem%1:04:00::	man	40:51

# text = look over carefully or inspect; 
# id = 02150328-v-1
# type = def
1	look	wf	VB	look%1|look%2	_	un	0:4
2	over	wf	IN	over%1|over%3|over%4	_	un	5:9
3	carefully	wf	RB	carefully%4	_	un	10:19
4	or	wf	CC	or	_	ignore	20:22
5	inspect	wf	VB	inspect%2	_	un	23:30
6	;	wf	punc	_	_	ignore	30:31

# text = He surveyed his new classmates
# id = 02150328-v-2
# type = ex
1	He	wf	_	he	_	ignore	0:2
2	surveyed	wf	_	survey%2	survey%2:39:00::	auto	3:11
3	his	wf	_	his	_	ignore	12:15
4	new	wf	_	new%3|new%4	_	un	16:19
5	classmates	wf	_	classmate%1	_	un	20:30

# text = strain to watch; stare curiously; 
# id = 02150740-v-1
# type = def
1	strain	wf	VB	strain%1|strain%2	strain%2:33:00::	man	0:6
2	to	wf	TO	to	_	ignore	7:9
3	watch	wf	VB	watch%1|watch%2	watch%2:39:02::|watch%2:39:00::	man	10:15
4	;	wf	punc	_	_	ignore	15:16
5	stare	wf	VB	stare%1|stare%2	stare%2:39:00::	man	17:22
6	curiously	wf	RB	curiously%4	curiously%4:02:00::	man	23:32
7	;	wf	punc	_	_	ignore	32:33

# text = The cars slowed down and the drivers rubbernecked after the accident
# id = 02150740-v-2
# type = ex
1	The	wf	_	the	_	ignore	0:3
2	cars	wf	_	car%1	_	un	4:8
3	slowed	wf	_	slow%2	_	un	9:15
4	down	wf	_	down%1|down%2|down%3|down%4	_	un	16:20
5	and	wf	_	and	_	ignore	21:24
6	the	wf	_	the	_	ignore	25:28
7	drivers	wf	_	driver%1	_	un	29:36
8	rubbernecked	wf	_	rubberneck%2	rubberneck%2:39:00::	auto	37:49
9	after	wf	_	after%3|after%4	_	un	50:55
10	the	wf	_	the	_	ignore	56:59
11	accident	wf	_	accident%1	accident%1:11:01::	man	60:68

# text = be a spectator in a sports event
# id = 02151700-v-1
# type = def
1	be	wf	VB	be%2	_	un	0:2
2	a	wf	DT	a	_	ignore	3:4
3	spectator	wf	NN	spectator%1	spectator%1:18:00::	man	5:14
4	in	wf	IN	in	_	ignore	15:17
5	a	wf	DT	a	_	ignore	18:19
6	sports	wf	NNS	sport%1|sport%2	_	un	20:26
7	event	wf	NN	event%1	event%1:03:00::	man	27:32

# text = cover up a misdemeanor, fault, or error; 
# id = 02148109-v-1
# type = def
1	_	glob|b	_	cover_up%2	cover_up%2:39:00::	man	_
2	cover	cf|b	VB	cover%1|cover%2	_	un	0:5
3	up	cf|b	IN	up%2|up%3|up%4	_	un	6:8
4	a	wf	DT	a	_	ignore	9:10
5	misdemeanor	wf	NN	misdemeanor%1	misdemeanor%1:04:00::	auto	11:22
6	,	wf	punc	_	_	ignore	22:23
7	fault	wf	NN	fault%1|fault%2	fault%1:04:00::	man	24:29
8	,	wf	punc	_	_	ignore	29:30
9	or	wf	CC	or	_	ignore	31:33
10	error	wf	NN	error%1	error%1:07:01::	man	34:39
11	;	wf	punc	_	_	ignore	39:40

# text = Let's not whitewash the crimes of Stalin
# id = 02148109-v-2
# type = ex
1	Let	wf	_	let%1|let%2	_	un	0:3
2	's	wf	_	us	_	ignore	3:5
3	not	wf	_	not%4	_	un	6:9
4	whitewash	wf	_	whitewash%1|whitewash%2	whitewash%2:39:00::	auto	10:19
5	the	wf	_	the	_	ignore	20:23
6	crimes	wf	_	crime%1	_	un	24:30
7	of	wf	_	of	_	ignore	31:33
8	Stalin	wf	_	Stalin%1	_	un	34:40

# text = She tried to gloss over her mistakes
# id = 02148109-v-3
# type = ex
1	She	wf	_	she	_	ignore	0:3
2	tried	wf	_	try%2|tried%3	_	un	4:9
3	to	wf	_	to	_	ignore	10:12
4	_	glob|a	_	gloss_over%2	gloss_over%2:39:00::	auto	_
5	gloss	cf|a	_	gloss%1|gloss%2	_	un	13:18
6	over	cf|a	_	over%1|over%3|over%4	_	un	19:23
7	her	wf	_	her	_	ignore	24:27
8	mistakes	wf	_	mistake%1|mistake%2	_	un	28:36

# text = watch (a movie or play) before it is released to the general public
# id = 02151816-v-1
# type = def
1	watch	wf	VB	watch%1|watch%2	watch%2:39:05::	man	0:5
2	_	aux	_	_	_	_	_
3	(	wf	punc	_	_	ignore	6:7
4	a	wf	DT	a	_	ignore	7:8
5	movie	wf	NN	movie%1	movie%1:10:00::	auto	9:14
6	or	wf	CC	or	_	ignore	15:17
7	play	wf	NN	play%1|play%2	_	un	18:22
8	)	wf	punc	_	_	ignore	22:23
9	_	aux	_	_	_	_	_
10	before	wf	IN	before%4	_	un	24:30
11	it	wf	PRP	it	_	ignore	31:33
12	is	wf	VBZ	i%1|be%2	_	un	34:36
13	released	wf	VBN	release%2	_	un	37:45
14	to	wf	TO	to	_	ignore	46:48
15	the	wf	DT	the	_	ignore	49:52
16	general	wf	JJ	general%1|general%2|general%3	general%3:00:00::	man	53:60
17	public	wf	NN	public%1|public%3	public%1:14:00::	man	61:67

# text = be vigilant, be on the lookout or be careful; 
# id = 02151966-v-1
# type = def
1	be	wf	VB	be%2	_	un	0:2
2	vigilant	wf	JJ	vigilant%3	vigilant%5:00:00:alert:00	auto	3:11
3	,	wf	punc	_	_	ignore	11:12
4	be	wf	VB	be%2	_	un	13:15
5	on	wf	IN	on	_	ignore	16:18
6	the	wf	DT	the	_	ignore	19:22
7	lookout	wf	NN	lookout%1	lookout%1:04:00::	man	23:30
8	or	wf	CC	or	_	ignore	31:33
9	be	wf	VB	be%2	_	un	34:36
10	careful	wf	JJ	careful%3	_	un	37:44
11	;	wf	punc	_	_	ignore	44:45

# text = Watch out for pickpockets!
# id = 02151966-v-2
# type = ex
1	_	glob|a	_	watch_out%2	watch_out%2:39:00::	auto	_
2	Watch	cf|a	_	watch%1|watch%2	_	un	0:5
3	out	cf|a	_	out%1|out%2|out%3|out%4	_	un	6:9
4	for	wf	_	for	_	ignore	10:13
5	pickpockets	wf	_	pickpocket%1	_	un	14:25
6	!	wf	punc	_	_	ignore	25:26

# text = view the outline of by means of an X-ray; 
# id = 02151394-v-1
# type = def
1	view	wf	VB	view%1|view%2	view%2:39:02::	man	0:4
2	the	wf	DT	the	_	ignore	5:8
3	outline	wf	NN	outline%1|outline%2	outline%1:15:00::	man	9:16
4	of	wf	IN	of	_	ignore	17:19
5	by	wf	IN	by	_	ignore	20:22
6	means	wf	NN	mean%1|means%1|mean%2	_	ignore	23:28
7	of	wf	IN	of	_	ignore	29:31
8	an	wf	DT	an	_	ignore	32:34
9	X-ray	wf	NNP	X-ray%1	_	un	35:40
10	;	wf	punc	_	_	ignore	40:41

# text = The radiologist can visualize the cancerous liver
# id = 02151394-v-2
# type = ex
1	The	wf	_	the	_	ignore	0:3
2	radiologist	wf	_	radiologist%1	_	un	4:15
3	can	wf	_	can%1|can%2	_	un	16:19
4	visualize	wf	_	visualize%2	visualize%2:39:00::	auto	20:29
5	the	wf	_	the	_	ignore	30:33
6	cancerous	wf	_	cancerous%3	_	un	34:43
7	liver	wf	_	liver%1|liver%3	_	un	44:49

# text = examine minutely or intensely; 
# id = 02152504-v-1
# type = def
1	examine	wf	VB	examine%2	_	un	0:7
2	minutely	wf	RB	minutely%4	minutely%4:02:00::	auto	8:16
3	or	wf	CC	or	_	ignore	17:19
4	intensely	wf	RB	intensely%4	intensely%4:02:00::	auto	20:29
5	;	wf	punc	_	_	ignore	29:30

# text = the surgeon scanned the X-ray
# id = 02152504-v-2
# type = ex
1	the	wf	_	the	_	ignore	0:3
2	surgeon	wf	_	surgeon%1	_	un	4:11
3	scanned	wf	_	scan%2	scan%2:39:01::	auto	12:19
4	the	wf	_	the	_	ignore	20:23
5	X-ray	wf	_	X-ray%1	_	un	24:29

# text = scan (game in the forest) with binoculars
# id = 02152690-v-1
# type = def
1	scan	wf	VB	scan%1|scan%2	_	un	0:4
2	_	aux	_	_	_	_	_
3	(	wf	punc	_	_	ignore	5:6
4	game	wf	NN	game%1|game%2|game%3	game%1:05:00::	man	6:10
5	in	wf	IN	in	_	ignore	11:13
6	the	wf	DT	the	_	ignore	14:17
7	forest	wf	NN	forest%1|forest%2	forest%1:17:00::|forest%1:14:00::	man	18:24
8	)	wf	punc	_	_	ignore	24:25
9	_	aux	_	_	_	_	_
10	with	wf	IN	with	_	ignore	26:30
11	binoculars	wf	NN	binoculars%1	binoculars%1:06:00::	auto	31:41

# text = examine hastily; 
# id = 02152278-v-1
# type = def
1	examine	wf	VB	examine%2	_	un	0:7
2	hastily	wf	RB	hastily%4	hastily%4:02:00::	auto	8:15
3	;	wf	punc	_	_	ignore	15:16

# text = She scanned the newspaper headlines while waiting for the taxi
# id = 02152278-v-2
# type = ex
1	She	wf	_	she	_	ignore	0:3
2	scanned	wf	_	scan%2	scan%2:39:00::	auto	4:11
3	the	wf	_	the	_	ignore	12:15
4	newspaper	wf	_	newspaper%1	_	un	16:25
5	headlines	wf	_	headline%1|headline%2	_	un	26:35
6	while	wf	_	while%1	_	un	36:41
7	waiting	wf	_	waiting%1|wait%2|waiting%3	_	un	42:49
8	for	wf	_	for	_	ignore	50:53
9	the	wf	_	the	_	ignore	54:57
10	taxi	wf	_	taxi%1|taxi%2	_	un	58:62

# text = examine closely; focus one's attention on; 
# id = 02153253-v-1
# type = def
1	examine	wf	VB	examine%2	_	un	0:7
2	closely	wf	RB	closely%4	_	un	8:15
3	;	wf	punc	_	_	ignore	15:16
4	focus	wf	VB	focus%1|focus%2	_	un	17:22
5	one's	wf	PRP$	one%1	_	un	23:28
6	attention	wf	NN	attention%1	_	un	29:38
7	on	wf	IN	on	_	ignore	39:41
8	;	wf	punc	_	_	ignore	41:42

# text = He zoomed in on the book
# id = 02153253-v-2
# type = ex
1	He	wf	_	he	_	ignore	0:2
2	_	glob|a	_	zoom_in%2	zoom_in%2:39:00::	auto	_
3	zoomed	cf|a	_	zoom%2	_	un	3:9
4	in	cf|a	_	in	_	ignore	10:12
5	on	wf	_	on	_	ignore	13:15
6	the	wf	_	the	_	ignore	16:19
7	book	wf	_	book%1|book%2	_	un	20:24

# text = examine or consider with attention and in detail; 
# id = 02152812-v-1
# type = def
1	examine	wf	VB	examine%2	_	un	0:7
2	or	wf	CC	or	_	ignore	8:10
3	consider	wf	VB	consider%2	_	un	11:19
4	with	wf	IN	with	_	ignore	20:24
5	attention	wf	NN	attention%1	attention%1:09:00::	man	25:34
6	and	wf	CC	and	_	ignore	35:38
7	_	glob|a	_	in_detail%4	in_detail%4:02:00::	man	_
8	in	cf|a	IN	in	_	ignore	39:41
9	detail	cf|a	NN	detail%1|detail%2	_	un	42:48
10	;	wf	punc	_	_	ignore	48:49

# text = Please peruse this report at your leisure
# id = 02152812-v-2
# type = ex
1	Please	wf	_	please%2|please%4	_	un	0:6
2	peruse	wf	_	peruse%2	peruse%2:39:00::	auto	7:13
3	this	wf	_	this	_	ignore	14:18
4	report	wf	_	report%1|report%2	_	un	19:25
5	at	wf	_	at	_	ignore	26:28
6	your	wf	_	your	_	ignore	29:33
7	leisure	wf	_	leisure%1	_	un	34:41

# text = look for a sexual partner in a public place; 
# id = 02154031-v-1
# type = def
1	look	wf	VB	look%1|look%2	look%2:39:02::	man	0:4
2	for	wf	IN	for	_	ignore	5:8
3	a	wf	DT	a	_	ignore	9:10
4	sexual	wf	JJ	sexual%3	sexual%3:00:00::	man	11:17
5	partner	wf	NN	partner%1|partner%2	_	un	18:25
6	in	wf	IN	in	_	ignore	26:28
7	a	wf	DT	a	_	ignore	29:30
8	public	wf	JJ	public%1|public%3	public%3:00:00::	man	31:37
9	place	wf	NN	place%1|place%2	place%1:15:00::	man	38:43
10	;	wf	punc	_	_	ignore	43:44

# text = The men were cruising the park
# id = 02154031-v-2
# type = ex
1	The	wf	_	the	_	ignore	0:3
2	men	wf	_	man%1|men%1	_	un	4:7
3	were	wf	_	be%2	_	un	8:12
4	cruising	wf	_	cruise%2	cruise%2:39:00::	auto	13:21
5	the	wf	_	the	_	ignore	22:25
6	park	wf	_	park%1|park%2	_	un	26:30

# text = catch sight of
# id = 02154312-v-1
# type = def
1	_	glob|a	_	catch_sight	_	un	_
2	catch	cf|a	VB	catch%1|catch%2	_	un	0:5
3	sight	cf|a	NN	sight%1|sight%2	_	un	6:11
4	of	wf	IN	of	_	ignore	12:14

# text = to look at critically or searchingly, or in minute detail; 
# id = 02153387-v-1
# type = def
1	to	wf	TO	to	_	ignore	0:2
2	look	wf	VB	look%1|look%2	look%2:39:00::	man	3:7
3	at	wf	IN	at	_	ignore	8:10
4	critically	wf	RB	critically%4	critically%4:02:00::	auto	11:21
5	or	wf	CC	or	_	ignore	22:24
6	searchingly	wf	RB	searchingly%4	searchingly%4:02:00::	auto	25:36
7	,	wf	punc	_	_	ignore	36:37
8	or	wf	CC	or	_	ignore	38:40
9	in	wf	IN	in	_	ignore	41:43
10	minute	wf	JJ	minute%1|minute%3	minute%5:00:00:careful:00	man	44:50
11	detail	wf	NN	detail%1|detail%2	_	un	51:57
12	;	wf	punc	_	_	ignore	57:58

# text = he scrutinized his likeness in the mirror
# id = 02153387-v-2
# type = ex
1	he	wf	_	he	_	ignore	0:2
2	scrutinized	wf	_	scrutinize%2	scrutinize%2:39:00::	auto	3:14
3	his	wf	_	his	_	ignore	15:18
4	likeness	wf	_	likeness%1	_	un	19:27
5	in	wf	_	in	_	ignore	28:30
6	the	wf	_	the	_	ignore	31:34
7	mirror	wf	_	mirror%1|mirror%2	_	un	35:41

# text = search for something desirable; 
# id = 02154180-v-1
# type = def
1	search	wf	VB	search%1|search%2	_	un	0:6
2	for	wf	IN	for	_	ignore	7:10
3	something	wf	PRP	something	_	ignore	11:20
4	desirable	wf	JJ	desirable%3	desirable%3:00:00::	man	21:30
5	;	wf	punc	_	_	ignore	30:31

# text = prospect a job
# id = 02154180-v-2
# type = ex
1	prospect	wf	_	prospect%1|prospect%2	prospect%2:39:00::	auto	0:8
2	a	wf	_	a	_	ignore	9:10
3	job	wf	_	job%1|job%2	_	un	11:14

# text = look through a book or other written material; 
# id = 02153023-v-1
# type = def
1	look	wf	VB	look%1|look%2	look%2:39:00::	man	0:4
2	through	wf	IN	through%3|through%4	_	un	5:12
3	a	wf	DT	a	_	ignore	13:14
4	book	wf	NN	book%1|book%2	book%1:10:00::	man	15:19
5	or	wf	CC	or	_	ignore	20:22
6	other	wf	JJ	other%3	_	un	23:28
7	_	glob|a	_	written_material%1	written_material%1:10:00::	man	_
8	written	cf|a	JJ	write%2|written%3	_	un	29:36
9	material	cf|a	NN	material%1|material%3	_	un	37:45
10	;	wf	punc	_	_	ignore	45:46

# text = He thumbed through the report
# id = 02153023-v-2
# type = ex
1	He	wf	_	he	_	ignore	0:2
2	thumbed	wf	_	thumb%2|thumbed%3	thumb%2:39:10::	auto	3:10
3	through	wf	_	through%3|through%4	_	un	11:18
4	the	wf	_	the	_	ignore	19:22
5	report	wf	_	report%1|report%2	_	un	23:29

# text = She leafed through the volume
# id = 02153023-v-3
# type = ex
1	She	wf	_	she	_	ignore	0:3
